domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",opportun commun,toler network opportun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network messag,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl cluster,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network messag ferri,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",cluster deliv sink,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",ferri bundl,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",bundl cluster deliv,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,commun network cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,delay toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",deliv sink node,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,area area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,network environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,environ space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,toler network,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,space area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,delay toler,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,delay toler network,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",toler network environ,network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,area area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,network environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,toler network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,environ space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,toler network,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,space area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,delay toler,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,delay toler network,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space,network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,area area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,network environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,toler network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,toler network,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,space area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",environ space area,delay toler,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
