domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw seri,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,relat wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat,dispers relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw seri,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),mode wave structur,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),characterist transvers,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat wave,relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat wave,wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat wave,relat wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers relat wave,dispers relat,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave,wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave,relat wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave,dispers relat,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave,dispers relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave structur,relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave structur,wave structur,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave structur,dispers relat,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),relat wave structur,dispers relat wave,1,0.0,2016.0,,f48a0d17-ecd9-41d5-8106-f101ea9106b5
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,wave structur,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,wave oscil,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,electron beam,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,work wave,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,backward wave oscil,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil bwo,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam energi dispers,energi electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam energi dispers,beam radiat,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam energi dispers,electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,energi electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,beam radiat,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,beam energi dispers,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,wave structur,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,wave oscil,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,wave oscil bwo,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),electron beam,work wave,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam radiat,energi electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam radiat,beam energi dispers,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam radiat,electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),energi electron beam,beam radiat,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),energi electron beam,beam energi dispers,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),energi electron beam,electron beam,1,0.0,2013.0,,ab580541-05c9-445d-99af-38a787f8cf11
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),work wave,wave structur,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),work wave,wave oscil,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),work wave,wave oscil bwo,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),work wave,electron beam,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,growth rate tgr,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,growth rate,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),tgr power oscil,wave structur corrug,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,growth rate tgr,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,rate tgr,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate,wave structur corrug,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr,growth rate,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr,growth rate tgr,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,growth rate,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,rate tgr,1,0.0,2013.0,,1a471513-e180-4c5b-88f3-976e16578452
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),growth rate tgr,wave structur corrug,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,growth rate tgr,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,growth rate,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),rate tgr power,wave structur corrug,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,growth rate tgr,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,growth rate,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,wave structur corrug,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,wave oscil,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,wave oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,backward wave oscil,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),oscil bwo,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,metal wave structur,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,growth rate tgr,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur corrug,growth rate,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),metal wave structur,oscil bwo,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),metal wave structur,tgr power oscil,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),metal wave structur,rate tgr power,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),metal wave structur,growth rate tgr,1,0.0,2015.0,,3d2c42fe-45cc-4bc4-8075-ba798fd7ce08
