domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display display display,imag display,1,0.0,2014.0,,c7e7885a-0dff-4e8b-b4d3-0522df234032
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,project imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,imag display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,system project imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,projectiontyp imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,display system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method,system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,projectiontyp imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,imag project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,imag method paper,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,project imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,imag display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,system project imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,projectiontyp imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,display system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method paper,system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,projectiontyp imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,method paper,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,imag project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,project imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,imag display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,system project imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,projectiontyp imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,display system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag method paper,system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,projectiontyp imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,method paper,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,imag project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,imag method paper,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,project imag method,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,imag display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,system project imag,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,display system,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,imag display,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,display system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),projectiontyp imag,system project,1,0.0,2013.0,,9a600148-6295-487f-b859-c57b95dc7df8
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),idea method imag,project scheme,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),idea method imag,imag display system,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),idea method imag,display system,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),idea method imag,imag display,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),project scheme,idea method imag,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),project scheme,imag display system,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),project scheme,display system,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),project scheme,imag display,1,0.0,2015.0,,ee598b96-59d2-47b9-acff-a31f42a22802
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),vaeiid system project,display vaeiid system,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),vaeiid system project,scheme imag gener,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),vaeiid system project,system project ttsp,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),vaeiid system project,imag display,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project ttsp,display vaeiid system,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project ttsp,vaeiid system project,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project ttsp,scheme imag gener,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project ttsp,imag display,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),scheme imag gener,display vaeiid system,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),scheme imag gener,vaeiid system project,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),scheme imag gener,system project ttsp,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),scheme imag gener,imag display,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display vaeiid system,vaeiid system project,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display vaeiid system,scheme imag gener,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display vaeiid system,system project ttsp,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display vaeiid system,imag display,1,0.0,2015.0,,ec3127cd-2f51-436b-8919-f98cb170020d
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag system project,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag set,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system project process,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag project scheme,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),method enhanc imag,enhanc imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,imag project scheme,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,imag system project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
