domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network play,rout protocol,1,0.0,2015.0,,5da9aeeb-f393-4aa3-bb84-7847f828eb06
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rout protocol network,control mac,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rout protocol network,access control,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rout protocol network,mac rout,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rout protocol network,access control mac,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),medium access,control mac,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),medium access,rout protocol network,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),medium access,access control,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),medium access,mac rout,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),medium access,access control mac,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,medium access,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,control mac,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,rout protocol network,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,access control,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,mac rout,1,0.0,2011.0,,6d9fc80b-2902-4339-a599-36e25f6be3d6
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,control mac protocol,1,0.0,2014.0,,280d5b92-36af-41dc-b2e0-deb5b65b2d35
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,area network network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,network network wlan,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,data area network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,protocol network characterist,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),access control mac,mac protocol network,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,access control mac,1,0.0,2014.0,,280d5b92-36af-41dc-b2e0-deb5b65b2d35
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,area network network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,network network wlan,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,data area network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,protocol network characterist,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,access control,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),control mac protocol,mac protocol network,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),area network network,network network wlan,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),area network network,data area network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),area network network,control mac protocol,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),area network network,access control mac,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network network wlan,area network network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network network wlan,data area network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network network wlan,control mac protocol,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network network wlan,access control mac,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),data area network,area network network,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),data area network,network network wlan,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),data area network,control mac protocol,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),data area network,access control mac,1,0.0,2016.0,,e4b5e5ca-6f27-419c-9e8f-9e8d7e7fdcc1
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number system,access control,1,0.0,2018.0,,9ad401a0-02f6-4653-8823-285734fd1e08
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,protocol network characterist,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,access control,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,control mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,access control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol,mac protocol network,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,protocol network characterist,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,access control,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,control mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),mac protocol network,access control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,access control,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,control mac protocol,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,access control mac,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),protocol network characterist,mac protocol network,1,0.0,2018.0,,d5098084-56ae-442d-8da9-caec4bfea06c
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),ga solubl,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),henri ga,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm hgso,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),optim hgso,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso hhgso,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),paper variant henri,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),variant henri,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
