domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network,network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),protocol user access,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),probabl system,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade channel,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network fade,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag capac relay,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network fade,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),fade channel,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay radio,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),relay radio network,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,network fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,relay radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,fade channel,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,capac relay radio,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,radio network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,network fade,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,radio network,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),capac relay,outag capac relay,1,0.0,2014.0,,fe5813cf-405e-435a-965c-a391502cb9f3
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),band user spectrum,spectrum util,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),band user spectrum,user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),band user spectrum,user access,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum util,band user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum util,user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum util,user access,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user spectrum,spectrum util,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user spectrum,band user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user spectrum,user access,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),key parti,way key,1,0.0,2019.0,,d7c0c124-007c-4ff1-bcf5-0351a8989353
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),key parti,protocol protocol,1,0.0,2019.0,,d7c0c124-007c-4ff1-bcf5-0351a8989353
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),key parti,way key parti,1,0.0,2019.0,,d7c0c124-007c-4ff1-bcf5-0351a8989353
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),key parti,dhke protocol,1,0.0,2019.0,,d7c0c124-007c-4ff1-bcf5-0351a8989353
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),key parti,protocol way key,1,0.0,2019.0,,d7c0c124-007c-4ff1-bcf5-0351a8989353
