domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),forc microscop,tube scanner pt,1,0.0,2012.0,,2305934a-a2f7-4e0f-aa81-9af9b569fc27
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design,control oper,1,0.0,2020.0,,ee3f095d-1ce4-4b90-b0ac-1e84bc22b9f1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control simulink,feedback control,1,0.0,2011.0,,17e560d4-6a5f-493e-956b-cd64f9843294
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control simulink,paper design,1,0.0,2011.0,,17e560d4-6a5f-493e-956b-cd64f9843294
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),feedback control,control simulink,1,0.0,2011.0,,17e560d4-6a5f-493e-956b-cd64f9843294
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),feedback control,paper design,1,0.0,2011.0,,17e560d4-6a5f-493e-956b-cd64f9843294
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,scanner pt forc,1,0.0,2013.0,,97765de9-74cb-466b-8178-45e223b55217
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,tube scanner pt,1,0.0,2013.0,,97765de9-74cb-466b-8178-45e223b55217
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,paper design,1,0.0,2013.0,,97765de9-74cb-466b-8178-45e223b55217
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,paper design implement,1,0.0,2013.0,,97765de9-74cb-466b-8178-45e223b55217
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,tube scanner,1,0.0,2013.0,,97765de9-74cb-466b-8178-45e223b55217
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,control mode tube,1,0.0,2014.0,,a07c4868-d86a-4ba4-9331-cf51171a8496
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,power factor system,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design implement,power factor,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),reson control,tube scanner pt,1,0.0,2014.0,,6b3e0fac-c6d7-45ef-abb1-a4c69fbe89c6
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),reson control,tube scanner,1,0.0,2014.0,,6b3e0fac-c6d7-45ef-abb1-a4c69fbe89c6
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,design implement,1,0.0,2014.0,,a07c4868-d86a-4ba4-9331-cf51171a8496
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,tube scanner pt,1,0.0,2014.0,,a07c4868-d86a-4ba4-9331-cf51171a8496
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,scanner pt forc,1,0.0,2014.0,,a07c4868-d86a-4ba4-9331-cf51171a8496
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,scanner pt,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,pt forc,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,tube scanner,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,design control framework,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control mode tube,design control,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,control mode tube,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,scanner pt forc,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,tube scanner pt,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,pt forc,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,tube scanner,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,design control framework,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),scanner pt,design control,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,control mode tube,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,scanner pt forc,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,scanner pt,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,tube scanner pt,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,tube scanner,1,0.0,2014.0,,01913c4c-1d0d-421d-bf34-5c94025e8edf
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,design control framework,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pt forc,design control,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,control mode tube,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,design control framework,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,scanner pt forc,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,scanner pt,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,tube scanner pt,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,pt forc,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,tube scanner,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,control mode tube,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,design control,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,scanner pt forc,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,scanner pt,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,tube scanner pt,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,pt forc,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control framework,tube scanner,1,0.0,2015.0,,79c1e8b9-6558-453b-b148-8275f1e2a1ef
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design feedback,paper design,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design feedback,control speed control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design feedback,control speed,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design feedback,linear control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed control,paper design,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed control,control speed,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed control,linear control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed control,paper design feedback,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),linear control,paper design,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),linear control,control speed control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),linear control,control speed,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),linear control,paper design feedback,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed,paper design,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed,control speed control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed,linear control,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control speed,paper design feedback,1,0.0,2016.0,,eb473c7e-1fe7-4bb8-988e-4234ebd44301
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,control voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control,state control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,control voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag control microgrid,state control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,control voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load,voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,control voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load load load,voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,design control voltag,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control microgrid,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,voltag control microgrid,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,voltag control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,load load load,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,paper design,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design control voltag,paper design control,1,0.0,2017.0,,5dfcf3de-7059-460a-abde-a9670cf797a1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,model control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,design model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,perform microgrid,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
