domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",servic research,research problem,1,0.0,2021.0,,078d1a49-9a4b-42f1-a68d-ebb38076bc09
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",advanc sensor,sensor network,1,0.0,2012.0,,1d7ea7b9-fe57-4314-ad5e-3064068c1a8f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,algorithm optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,automaton algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,optim problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,wireless sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,problem wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm optim,sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,algorithm optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,automaton algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,optim problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,wireless sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,set sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,set sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,commun capabl network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,problem set,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless sensor,sensor network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,algorithm optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,automaton algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,optim problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,wireless sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,problem wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,set sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,set sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,commun capabl network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem,problem set,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,algorithm optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,automaton algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,optim problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,wireless sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,problem wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,set sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,set sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,commun capabl network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,problem set,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem wireless,sensor network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,problem wireless,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,algorithm optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,optim problem,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,automaton algorithm optim,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,wireless sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,problem wireless sensor,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,sensor network,1,0.0,2012.0,,2dfafea9-f4b4-4dfa-9687-748c29f57d5b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,set sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,set sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,commun capabl network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,problem set,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",optim problem wireless,sensor network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,algorithm applic sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,coverag network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,algorithm coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network sensor,algorithm coverag,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,algorithm applic sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,coverag network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag network,algorithm coverag,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,coverag network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,algorithm coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm applic sensor,algorithm coverag,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,algorithm applic sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,algorithm coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network sensor,algorithm coverag,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,algorithm applic sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,coverag network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,algorithm coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",coverag network,algorithm coverag,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,algorithm applic sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,automaton algorithm,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,coverag network sensor,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",algorithm coverag,algorithm coverag network,1,0.0,2012.0,,100dc25e-6be5-4d88-b4a5-522d063cd8d4
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,problem wireless,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,optim problem,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,wireless sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,optim problem wireless,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,wireless sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,problem wireless sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,set sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor network,sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,problem wireless,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,set sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,optim problem,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,wireless sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,optim problem wireless,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,wireless sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,problem wireless sensor,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",set sensor,sensor network,1,0.0,2014.0,,1c530362-ee89-4596-8117-d3ce8ef9e334
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",advent sensor,wireless sensor,1,0.0,2014.0,,1cbd360e-5b2c-48b1-86c7-c811ce4f4da2
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",advent sensor,sensor network,1,0.0,2014.0,,1cbd360e-5b2c-48b1-86c7-c811ce4f4da2
