domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),compon precis micro,precis micro product,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,product design,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,project research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,requir project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,skip skip dtu,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project research,research databas skip,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,product design,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,project research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,requir project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,skip skip dtu,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research databas,research databas skip,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,technolog project research,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,micro product technolog,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,skip skip dtu,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,project research project,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,process simul report,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,tool process simul,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),precis micro product,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,precis micro product,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,micro product technolog,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,skip skip dtu,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,project research project,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,process simul report,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,tool process simul,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),technolog project research,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,precis micro product,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,technolog project research,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,skip skip dtu,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,project research project,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,process simul report,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,tool process simul,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product technolog,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,precis micro product,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,technolog project research,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,micro product technolog,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,tool process simul,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,project research project,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process simul report,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,precis micro product,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,technolog project research,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,micro product technolog,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,process simul report,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,project research project,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),tool process simul,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,powder inject process,1,0.0,2015.0,,bad470e2-f9fb-4020-84e8-ef633dd96a36
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,studi process capabl,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,powder inject inject,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,mass product,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,inject mold process,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject,powder inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject process,powder inject,1,0.0,2015.0,,bad470e2-f9fb-4020-84e8-ef633dd96a36
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),studi process capabl,powder inject,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),studi process capabl,powder inject inject,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject inject,powder inject,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject inject,studi process capabl,1,0.0,2016.0,,5c4dcf50-5c92-4d60-950d-e4e883fbe866
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),manufactur process,inject mold,1,0.0,2015.0,,02cadfaf-64f3-41d9-a521-552617b93ad3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,manufactur process,1,0.0,2015.0,,02cadfaf-64f3-41d9-a521-552617b93ad3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,mold compon simul,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,inject mold compon,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,powder inject,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,mass product,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,inject mold process,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold,powder inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mold compon simul,inject mold compon,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mold compon simul,inject mold,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold compon,mold compon simul,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold compon,inject mold,1,0.0,2016.0,,52150d31-0a7e-4be5-8545-68ded2b57e58
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mass product,inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mass product,powder inject,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mass product,inject mold process,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),mass product,powder inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject mold,inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject mold,powder inject,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject mold,mass product,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),powder inject mold,inject mold process,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold process,inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold process,powder inject,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold process,mass product,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject mold process,powder inject mold,1,0.0,2019.0,,85cd1f9a-0cdd-4cd5-b5f6-80a2fe46b812
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet qualiti,paper investig,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet qualiti,process paramet,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet qualiti,part micro,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet qualiti,part micro inject,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),sensit process process,process paramet,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),sensit process process,process process paramet,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process process paramet,process paramet,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process process paramet,sensit process process,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,process process paramet,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,sensit process process,1,0.0,2013.0,,0d9891f0-393f-4d8b-9496-6177d57ac0d1
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,process paramet qualiti,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,paper investig,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,part micro,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),process paramet,part micro inject,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),paper investig,process paramet qualiti,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),paper investig,process paramet,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),paper investig,part micro,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),paper investig,part micro inject,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro inject,process paramet qualiti,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro inject,paper investig,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro inject,process paramet,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro inject,part micro,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro,process paramet qualiti,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro,paper investig,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro,process paramet,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),part micro,part micro inject,1,0.0,2018.0,,a91fa597-614f-4ccc-bfb0-6351e97a4ede
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject process,micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject process,multicompon micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject process,micro product,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),inject process,multicompon micro,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro inject,multicompon micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro inject,micro product,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro inject,inject process,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro inject,multicompon micro,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro inject,micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro inject,micro product,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro inject,inject process,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro inject,multicompon micro,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product,micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product,multicompon micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product,inject process,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),micro product,multicompon micro,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro,micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro,multicompon micro inject,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro,micro product,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),multicompon micro,inject process,1,0.0,2013.0,,5a018686-944a-464b-b225-8653930c0158
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),influenc process,carbon nanotub,1,0.0,2018.0,,a68c4b6a-3c51-41c7-8390-9c7e118f177f
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),properti nanocomposit,carbon nanotub,1,0.0,2017.0,,3a8b3432-755c-411b-a6a1-98dc599518f4
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),carbon nanotub,properti nanocomposit,1,0.0,2017.0,,3a8b3432-755c-411b-a6a1-98dc599518f4
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),carbon nanotub,influenc process,1,0.0,2018.0,,a68c4b6a-3c51-41c7-8390-9c7e118f177f
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),carbon nanotub,nanocomposit carbon,1,0.0,2018.0,,ff9aa02e-8e8c-4c97-8fd7-31c0a78ae121
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),nanocomposit carbon,carbon nanotub,1,0.0,2018.0,,ff9aa02e-8e8c-4c97-8fd7-31c0a78ae121
