domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),challeng minor,distribut data sampl,1,0.0,2011.0,,a7f41ff9-63f8-4a06-b715-39735006bc99
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),valu minor sampl,classifi number sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,number sampl class,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,major class minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,data set,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,valu minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,valu minor sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),data set problem,classifi number sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,data set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,number sampl class,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,data set,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,valu minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,valu minor sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),major class minor,classifi number sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,data set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,number sampl class,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,major class minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,data set,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,valu minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,valu minor sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),set problem,classifi number sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,data set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,major class minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,data set,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,valu minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,valu minor sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),number sampl class,classifi number sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,data set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,number sampl class,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,major class minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,data set,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,valu minor,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,set problem,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),classifi number sampl,valu minor sampl,1,0.0,2013.0,,a1d394e9-58d3-49e0-8db2-a81f5e43afc6
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),minor class data,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class minor class,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist sampl,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),class data set,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),learn characterist,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,characterist sampl class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),onlin learn,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,class minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,minor class data,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,class data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,learn characterist sampl,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,learn characterist,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,data set,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,onlin learn,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),characterist sampl class,minor class,1,0.0,2015.0,,af2bf3e3-5101-4924-ba75-2863e4155557
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog radar,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar detect,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect rang,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut abil,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
