domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper spectrum,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,paper spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,spectrum css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,css radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio network signaltonois,paper spectrum,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,paper spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,css radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,radio network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css radio,paper spectrum,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,paper spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,spectrum css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,radio network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",css radio network,paper spectrum,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,paper spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,spectrum css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,css radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,radio network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum css,paper spectrum,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,paper spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,spectrum css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,css radio network,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,spectrum css,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,css radio,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,radio network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network signaltonois,paper spectrum,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",scheme radio network,radio network crn,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",scheme radio network,spectrum scheme radio,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",scheme radio network,ukf spectrum scheme,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme radio,scheme radio network,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme radio,radio network crn,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme radio,ukf spectrum scheme,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",ukf spectrum scheme,scheme radio network,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",ukf spectrum scheme,radio network crn,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",ukf spectrum scheme,spectrum scheme radio,1,0.0,2018.0,,5ec91e59-cac5-4409-aa63-0b5336a6992b
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing iot network,radio internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing iot network,network object,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing iot network,iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing iot network,internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network object,radio internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network object,thing iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network object,iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network object,internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",share radio spectrum,radio internet thing,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",share radio spectrum,radio spectrum user,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",share radio spectrum,radio internet,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",share radio spectrum,internet thing,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",thing network,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing network,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util spectrum,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,radio crn,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,sum rate,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio crn,role radio,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio crn,sum rate,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",sum rate,role radio,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",sum rate,radio crn,1,0.0,2018.0,,fc208c89-fe6f-4881-b952-f79207948ab5
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,radio spectrum user,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,share radio spectrum,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,network object,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
