domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),convers transmiss line,acdc transmiss system,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,system stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl transmiss,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),load capabl,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),capabl acdc system,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system behavior,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),model paper power,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system load,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,power transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,acdc power transmiss,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,system stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil system system,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,power transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,acdc power transmiss,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system stabil power,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,power transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,acdc power transmiss,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,system stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),stabil power system,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,power transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,acdc power transmiss,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,transmiss system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power system,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
