domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",algorithm sensor network,sensor network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor network,problem sensor,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor network,sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor network,coverag problem sensor,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor network,sensor network present,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",target coverag,problem problem sensor,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",target coverag,problem sensor,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",target coverag,sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",target coverag,problem sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,target coverag,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,problem problem sensor,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,problem sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,coverag problem sensor,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem sensor,sensor network present,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem problem sensor,target coverag,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem problem sensor,problem sensor,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem problem sensor,sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem problem sensor,problem sensor network,1,0.0,2014.0,,aa996ec3-432f-4edf-a997-bd6f424ea5e6
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network achiev,problem wireless,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network achiev,wireless sensor,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network achiev,wireless sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network achiev,problem wireless sensor,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network achiev,sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,wireless sensor,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,wireless sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,sensor network achiev,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,problem wireless sensor,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless,area coverag,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,problem wireless,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,wireless sensor,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,wireless sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,sensor network achiev,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,sensor network,1,0.0,2014.0,,9aa859bd-e951-4e33-972d-1808dcd0c17a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem wireless sensor,area coverag,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer network,packet sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer network,network throughput sensor,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer network,throughput sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer network,sensor network interfer,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer network,sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",packet sensor network,network throughput sensor,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",packet sensor network,network interfer network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",packet sensor network,throughput sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",packet sensor network,sensor network interfer,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",packet sensor network,sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",throughput sensor network,packet sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",throughput sensor network,network throughput sensor,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",throughput sensor network,network interfer network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",throughput sensor network,sensor network interfer,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",throughput sensor network,sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,packet sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,network throughput sensor,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,network interfer network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,throughput sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,wireless sensor,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,network interfer,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,wireless sensor network,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network interfer,commun wireless sensor,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network throughput sensor,packet sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network throughput sensor,network interfer network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network throughput sensor,throughput sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network throughput sensor,sensor network interfer,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network throughput sensor,sensor network,1,0.0,2015.0,,c68a09c4-6d28-48f9-a987-268c2a7a09c1
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio sensor network,wireless sensor,1,0.0,2015.0,,28b07ec9-5e03-4be2-830e-fa10950bfadf
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio sensor network,wireless sensor network,1,0.0,2015.0,,28b07ec9-5e03-4be2-830e-fa10950bfadf
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio sensor network,sensor network,1,0.0,2015.0,,28b07ec9-5e03-4be2-830e-fa10950bfadf
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio sensor network,technolog wireless sensor,1,0.0,2016.0,,9e337748-1ba3-44d7-b95b-7022dff1e0e7
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",mac protocol,access control,1,0.0,2015.0,,20c081a5-805d-46ba-89e7-33c73830601e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",mac protocol,bodi sensor network,1,0.0,2015.0,,20c081a5-805d-46ba-89e7-33c73830601e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",access control,mac protocol,1,0.0,2015.0,,20c081a5-805d-46ba-89e7-33c73830601e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",access control,bodi sensor network,1,0.0,2015.0,,20c081a5-805d-46ba-89e7-33c73830601e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag,problem wireless,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag,wireless sensor,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag,wireless sensor network,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag,problem wireless sensor,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag,sensor network,1,0.0,2015.0,,58ba760a-6012-4da0-be64-00762c0f2624
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,area coverag sensor,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,sensor network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,sensor network network,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,lifetim coverag qualiti,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,network network lifetim,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag sensor network,network lifetim coverag,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network present,coverag sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network present,area coverag sensor,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network present,sensor network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network present,sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag sensor,network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag sensor,coverag sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag sensor,sensor network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",area coverag sensor,sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,network present,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,coverag sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,area coverag sensor,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,sensor network,1,0.0,2015.0,,bdb57194-9ce5-4602-909c-83c18635257c
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,problem sensor,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,coverag problem sensor,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network present,problem sensor network,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",technolog wireless sensor,radio sensor network,1,0.0,2016.0,,9e337748-1ba3-44d7-b95b-7022dff1e0e7
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",technolog wireless sensor,wireless sensor,1,0.0,2016.0,,9e337748-1ba3-44d7-b95b-7022dff1e0e7
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",technolog wireless sensor,wireless sensor network,1,0.0,2016.0,,9e337748-1ba3-44d7-b95b-7022dff1e0e7
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",technolog wireless sensor,sensor network,1,0.0,2016.0,,9e337748-1ba3-44d7-b95b-7022dff1e0e7
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,network lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,network lifetim,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,network provid network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag perform network,sensor network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",control radio,network control radio,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",control radio,hoc network,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",control radio,network control,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,hoc network,1,0.0,2013.0,,77bf400b-e18e-4365-afca-860d121de7ba
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,network manet,1,0.0,2013.0,,77bf400b-e18e-4365-afca-860d121de7ba
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,perform network,1,0.0,2013.0,,77bf400b-e18e-4365-afca-860d121de7ba
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,sensor network cfd,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,multimedia sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",congest data deliveri,multimedia sensor,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network,wireless network node,1,0.0,2013.0,,465436f5-397b-47b5-acf4-5bbdde5ae3a2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network,network manet wireless,1,0.0,2013.0,,465436f5-397b-47b5-acf4-5bbdde5ae3a2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network,hoc network,1,0.0,2013.0,,465436f5-397b-47b5-acf4-5bbdde5ae3a2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network,network manet,1,0.0,2013.0,,465436f5-397b-47b5-acf4-5bbdde5ae3a2
