domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic chang,composit framework drone,1,0.0,2021.0,,6697b2a6-44fa-4dcc-bed5-79f659d4c86b
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,approach set,1,0.0,2015.0,,4df59800-875b-42ff-af87-5b7c7951b071
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,model optim,1,0.0,2015.0,,4df59800-875b-42ff-af87-5b7c7951b071
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,set infrastructur,1,0.0,2015.0,,4df59800-875b-42ff-af87-5b7c7951b071
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,model optim approach,1,0.0,2015.0,,4df59800-875b-42ff-af87-5b7c7951b071
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,servic period,1,0.0,2015.0,,4df59800-875b-42ff-af87-5b7c7951b071
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,model cpnet,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),infrastructur servic period,model cpnet provid,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,servic request provid,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,set servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,approach set,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,request provid,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,set servic,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set servic,provid expect,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,set servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,approach set,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,request provid,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,set servic,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,approach set servic,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),servic request provid,provid expect,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,servic request provid,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,set servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,servic request,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,approach set,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,request provid,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,set servic,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid expect,approach set servic,1,0.0,2016.0,,fefac3cb-c3ce-4bcc-ab27-9b2c0210cf5a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,approach set infrastructur,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,approach set,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,infrastructur servic period,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,set infrastructur,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,servic period,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,model optim approach,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,model optim,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet,model cpnet provid,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,approach set infrastructur,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,approach set,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,infrastructur servic period,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,set infrastructur,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,servic period,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,model optim approach,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,model optim,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),model cpnet provid,model cpnet,1,0.0,2016.0,,1263cb01-90e8-45a5-8fff-a09ee4cd0db0
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,approach set,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,iaa request,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,iaa request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),measur approach,request provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,approach set,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,measur approach,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,iaa request,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,iaa request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,request provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,servic provis,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,provid prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,set consum,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid prefer,iaa composit,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,approach set,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,measur approach,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,iaa request,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,iaa request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,servic provis,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,provid prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,set consum,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),request provid prefer,iaa composit,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,approach set,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,measur approach,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,iaa request provid,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa request,request provid prefer,1,0.0,2017.0,,095b8e25-29a0-4f3f-a05a-fcd3e46b3780
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),approach set consum,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit approach,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),provid consum prefer,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cpnet composit,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,provid consum,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,perform provid,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,framework shortterm trial,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,consum perform,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,consum perform requir,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,perform requir,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,iaa provid,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,trial perform provid,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,framework iaa provid,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,framework iaa,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),iaa provid consum,framework shortterm,1,0.0,2020.0,,c6a5102a-e2b1-4309-ab80-64eb35d20ae4
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),consum prefer cpnet,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,cpnet composit,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,cpnet composit approach,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,approach set,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,approach set consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,consum prefer cpnet,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,provid consum prefer,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,iaa provid consum,1,0.0,2018.0,,146cc2ea-a347-437f-8ad9-f4f8b4497ee7
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,servic provis,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,request provid,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,provid prefer,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,provid prefer servic,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,iaa composit,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),set consum,request provid prefer,1,0.0,2021.0,,ea717760-b6b0-4d76-a67f-d5bcb3ca135a
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,framework scene,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,select framework,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,sensor cloud servic,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,cloud servic select,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,servic select,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,socialsensor cloud,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,servic select framework,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,socialsensor cloud servic,1,0.0,2017.0,,bc85a219-7570-466c-8eb5-1fb347fd3832
Digital Libraries(80.12%) | General Literature(75.9%) | Information Theory(74.98%),cloud servic,servic request,1,0.0,2018.0,,e59bd2b7-d5c3-4f36-8443-0be11f362d34
