domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),activ video,onlin learner activ,1,0.0,2019.0,,428bd7ba-2232-4dd4-b1c2-8fbb1905997d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,nuclei phasecontrast,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,method segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,phasecontrast imag,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper method segment,imag intens,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,nuclei phasecontrast,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,paper method segment,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,phasecontrast imag,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method segment nuclei,imag intens,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,paper method segment,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,method segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,phasecontrast imag,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),nuclei phasecontrast,imag intens,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,nuclei phasecontrast,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,paper method segment,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,method segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),phasecontrast imag,imag intens,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,nuclei phasecontrast,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,paper method segment,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,method segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),imag intens,phasecontrast imag,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,paper method,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,nuclei phasecontrast,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,paper method segment,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,method segment nuclei,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,phasecontrast imag,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment nuclei,imag intens,1,0.0,2014.0,,f1a5c682-711d-477a-9042-9f1603e8c5f5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect classif,fundu imag,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect classif,method contextdepend,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect classif,paper method,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),fundu imag,detect classif,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),fundu imag,method contextdepend,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),fundu imag,paper method,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method contextdepend,detect classif,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method contextdepend,fundu imag,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method contextdepend,paper method,1,0.0,2017.0,,2e3e51dc-9159-4787-a723-5d794a265893
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit,system face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit,surveil applic,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit,target individu,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit,system face,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),surveil applic,system face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),surveil applic,face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),surveil applic,target individu,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),surveil applic,system face,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face,system face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face,surveil applic,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face,face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face,target individu,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face recognit,surveil applic,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face recognit,face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face recognit,target individu,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system face recognit,system face,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,system face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,surveil applic,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,face recognit,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,system face,1,0.0,2015.0,,53daa66e-7164-464e-9f34-434a638028c6
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,system architectur,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,biometr system,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,recognit ssfr,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),target individu,paper face recognit,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),recognit ssfr,system architectur,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),recognit ssfr,biometr system,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),recognit ssfr,paper face recognit,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),recognit ssfr,target individu,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),biometr system,system architectur,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),biometr system,recognit ssfr,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),biometr system,paper face recognit,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),biometr system,target individu,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system architectur,biometr system,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system architectur,recognit ssfr,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system architectur,paper face recognit,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system architectur,target individu,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper face recognit,system architectur,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper face recognit,biometr system,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper face recognit,recognit ssfr,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper face recognit,target individu,1,0.0,2016.0,,ef09084a-db0e-45e6-8543-c24da1f2bc56
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn role,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect onlin learn,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),educ system,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn student,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
