domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system secur data,secur data,1,0.0,2021.0,,77f4cb48-0d0e-48dc-91e7-b72226e6b7d6
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,paper crystal,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,surfac plasmon,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",crystal fiber,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,surfac plasmon reson,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,crystal fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,fiber pcf surfac,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,paper crystal,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,crystal fiber,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,reson spr,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,surfac plasmon,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,fiber pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,sensor spr,1,0.0,2020.0,,b22bf856-ba01-4619-bae3-020d483c5fc1
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,crystal fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,fiber pcf surfac,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,paper crystal,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,crystal fiber,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,reson spr,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,surfac plasmon,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,fiber pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon reson,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,surfac plasmon reson,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,crystal fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,paper crystal,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,crystal fiber,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,surfac plasmon,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf surfac,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper crystal,surfac plasmon reson,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper crystal,crystal fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper crystal,fiber pcf surfac,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper crystal,fiber pcf,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper crystal,crystal fiber,1,0.0,2020.0,,5e556f34-ec13-4a80-8c96-ffb0736cefbc
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",reson spr,surfac plasmon reson,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",reson spr,surfac plasmon,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",reson spr,pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",reson spr,fiber pcf,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",reson spr,fiber pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,surfac plasmon reson,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,reson spr,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,surfac plasmon,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,fiber pcf,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",fiber pcf sensor,sensor spr,1,0.0,2020.0,,b22bf856-ba01-4619-bae3-020d483c5fc1
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,surfac plasmon reson,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,reson spr,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,fiber pcf,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,fiber pcf sensor,1,0.0,2020.0,,cf3d7a2f-5dcd-4c44-a243-334d1ab21ea2
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,crystal fiber pcf,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,fiber pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",surfac plasmon,crystal fiber,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,surfac plasmon reson,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,crystal fiber pcf,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,surfac plasmon,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,fiber pcf surfac,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,fiber pcf,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,crystal fiber,1,0.0,2020.0,,11c7845c-f4c0-4937-a4fa-4b22bf1bf7f7
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",pcf surfac,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,surfac plasmon reson,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,crystal fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,fiber pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",quadrupl channel,crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,surfac plasmon reson,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,crystal fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,fiber pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,sensor detect paper,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",channel crystal,crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,surfac plasmon reson,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,crystal fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,channel crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,fiber pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,fiber pcf,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,quadrupl channel,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,pcf surfac,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,channel crystal,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",sensor detect paper,crystal fiber,1,0.0,2021.0,,a7378d9c-ed89-493a-9c07-75c81e10f5b9
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",healthcar commun,thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",healthcar commun,system healthcar,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",healthcar commun,internet thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",healthcar commun,system healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",healthcar commun,internet thing,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet,internet thing iot,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet,network internet inform,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet,thing iot,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet,internet thing,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet inform,network internet,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
