domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system activ,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor data,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",realworld sensor,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system function,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system sensor,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",healthcar secur,activ recognit,1,0.0,2011.0,,c11c515b-7170-477f-bcba-70cc93cedbfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,healthcar secur,1,0.0,2011.0,,c11c515b-7170-477f-bcba-70cc93cedbfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,activ recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,activ recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system activ,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,activ recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",model activ,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,activ recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data activ,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,activ recognit system,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data learn,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
