domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil nemo,mobil nemo,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,iot applic,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,internet thing network,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,thing network,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,system network,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,iot system,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing iot,iot applic,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,system network,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,iot system,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing iot,iot applic,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network internet,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet thing,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot system,system network,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot system,internet thing iot,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot system,thing iot,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot system,internet thing,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system network,internet thing iot,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system network,thing iot,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system network,iot system,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system network,internet thing,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing applic,internet thing,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing applic,thing applic,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing applic,internet thing,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing applic,internet thing applic,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot applic,internet thing,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot applic,thing iot,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),iot applic,internet thing iot,1,0.0,2021.0,,97a6911c-9be6-4876-9f81-d19022b70239
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing network,internet thing network,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),thing network,internet thing,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing network,thing network,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing network,internet thing,1,0.0,2021.0,,3d606282-3268-423e-af4b-82a3ed6f97c0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network base,abstract network,1,0.0,2016.0,,174cc1df-307a-4982-b35f-7d35a781ed1b
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),henodeb coverag,network hetnet,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),henodeb coverag,abstract network,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),abstract network,henodeb coverag,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),abstract network,network hetnet,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),abstract network,network base,1,0.0,2016.0,,174cc1df-307a-4982-b35f-7d35a781ed1b
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),abstract network,coverag capac,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),abstract network,network femtocel,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),femtocel henodeb,network hetnet,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),femtocel henodeb,coverag capac,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network hetnet,femtocel henodeb,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network hetnet,coverag capac,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network hetnet,henodeb coverag,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network hetnet,abstract network,1,0.0,2016.0,,6900eb64-f679-44f4-9547-86f118fba8f0
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network hetnet,capac coverag,1,0.0,2016.0,,ea57cf73-6e6c-47b7-90de-0af7686c44e4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),coverag capac,network hetnet,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),coverag capac,femtocel henodeb,1,0.0,2015.0,,9f1984bd-8ef9-4d4c-a7a3-dcc29acf9b3d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),coverag capac,abstract network,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),coverag capac,network femtocel,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),capac coverag,network hetnet,1,0.0,2016.0,,ea57cf73-6e6c-47b7-90de-0af7686c44e4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network femtocel,coverag capac,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network femtocel,abstract network,1,0.0,2017.0,,74958e3d-532e-48c8-8090-c2735bf008ed
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),soil nutrient,madhupur sal bangladesh,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),soil nutrient,madhupur sal,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),soil nutrient,sal bangladesh,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),soil nutrient,nutrient statu,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal bangladesh,sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal bangladesh,analysi floor,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal bangladesh,madhupur sal,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal bangladesh,soil nutrient,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal bangladesh,nutrient statu,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal,sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal,madhupur sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal,analysi floor,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal,soil nutrient,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),madhupur sal,nutrient statu,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),analysi floor,sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),analysi floor,madhupur sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),analysi floor,madhupur sal,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),sal bangladesh,madhupur sal bangladesh,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),sal bangladesh,analysi floor,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),sal bangladesh,madhupur sal,1,0.0,2016.0,,afcb8b29-1b9c-40bb-829f-5cd5ae3b0bd4
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),sal bangladesh,soil nutrient,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),sal bangladesh,nutrient statu,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),nutrient statu,madhupur sal bangladesh,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),nutrient statu,soil nutrient,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),nutrient statu,madhupur sal,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Systems and Control(54.81%) | Cryptography and Security(47.09%) | General Literature(41.77%),nutrient statu,sal bangladesh,1,0.0,2018.0,,0e4329b7-295a-4ed3-8bbd-098fc104d568
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi demand,energi storag system,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi demand,system energi,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi demand,energi storag,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag system,energi demand,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag system,system energi,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag system,energi storag,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system energi,energi storag system,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system energi,energi demand,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),system energi,energi storag,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag,energi storag system,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag,energi demand,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),energi storag,system energi,1,0.0,2021.0,,a5a22bef-7aeb-4779-8189-d279f47db7ff
