domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design fabric,compliant gripper,1,0.0,2020.0,,2e45f132-af8f-47b9-8d27-86e87fc21a6d
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul design motion,parallel manipul,1,0.0,2016.0,,a5853ba3-54d1-45d4-8c48-fc4346c8417c
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,manipul cpm,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,paper design,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,paper design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,paper detail design,1,0.0,2017.0,,86ea9169-82ad-4388-8191-bc68cd6aef22
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design model analysi,analysi class,1,0.0,2017.0,,86ea9169-82ad-4388-8191-bc68cd6aef22
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",translat mechan paper,mechan paper,1,0.0,2015.0,,4b121a39-a3ec-4c3d-ab3c-2c7776248148
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",translat mechan paper,mechan paper rotat,1,0.0,2015.0,,4b121a39-a3ec-4c3d-ab3c-2c7776248148
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan paper rotat,mechan paper,1,0.0,2015.0,,4b121a39-a3ec-4c3d-ab3c-2c7776248148
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan paper rotat,translat mechan paper,1,0.0,2015.0,,4b121a39-a3ec-4c3d-ab3c-2c7776248148
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan analysi,paper model,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan analysi,parallelogram mechan,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan analysi,multibeam parallelogram mechan,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan analysi,compound parallelogram mechan,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mechan analysi,parallelogram mechan analysi,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model compliant,paper model,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model compliant,paper model compliant,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model compliant,wire beam,1,0.0,2017.0,,3e5b9bbc-be2e-4aa3-9683-60d3750f8539
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model compliant,model compliant mechan,1,0.0,2017.0,,3e5b9bbc-be2e-4aa3-9683-60d3750f8539
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,paper model compliant,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model compliant,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,parallelogram mechan,1,0.0,2015.0,,b151030f-441e-4db5-9c98-16ce67b061d8
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model parallelogram mechan,1,0.0,2015.0,,b151030f-441e-4db5-9c98-16ce67b061d8
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model parallelogram,1,0.0,2015.0,,b151030f-441e-4db5-9c98-16ce67b061d8
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,multibeam parallelogram mechan,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,compound parallelogram mechan,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,mechan analysi,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,parallelogram mechan analysi,1,0.0,2015.0,,4439b092-5ff6-4b96-a026-1714d812bdcb
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model mechan,1,0.0,2019.0,,dce935a4-c9dc-4982-86e2-fbf1a819d614
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,model mechan motion,1,0.0,2019.0,,dce935a4-c9dc-4982-86e2-fbf1a819d614
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,paper model mechan,1,0.0,2019.0,,dce935a4-c9dc-4982-86e2-fbf1a819d614
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model,mechan motion,1,0.0,2019.0,,dce935a4-c9dc-4982-86e2-fbf1a819d614
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model compliant,paper model,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model compliant,model compliant,1,0.0,2011.0,,bcbcb233-5717-4a72-953e-2780ec78d240
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,determin design,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,class flexur mechan,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,paper determin design,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,class flexur,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,design synthesi class,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,paper determin,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,synthesi class,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",design synthesi,flexur mechan,1,0.0,2017.0,,bee681b7-aee7-4980-9fd1-0b92be7c635e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",modul motion analysi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion analysi design,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi design synthesi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper model analysi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,paper model,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,motion analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,paper model analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,analysi design synthesi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,multibeam modul motion,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,modul motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,motion analysi,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,analysi design,1,0.0,2014.0,,26512d59-e88c-4e58-9230-c6107dbf875e
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,design model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,manipul cpm,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,paper design,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,paper design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,analysi compound,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,mechan paper,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,model analysi compound,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,analysi compound parallelogram,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,parallelogram mechan paper,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,compound parallelogram,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,compound parallelogram mechan,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,mechan paper effect,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,parallelogram mechan,1,0.0,2016.0,,6082a154-03a1-4244-b900-19fc4e3579e0
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",model analysi,paper detail design,1,0.0,2017.0,,86ea9169-82ad-4388-8191-bc68cd6aef22
