domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),framework learn,method citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,method citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,efficaci categor framework,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,paper efficaci,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,method citi,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,paper efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,framework learn categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,learn categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,learn categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),categor framework,categor framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,method citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,efficaci categor framework,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,paper efficaci,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,method citi,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,paper efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,framework learn categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,learn categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,categor framework,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn categor,categor framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,method citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,efficaci categor framework,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,paper efficaci,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,method citi,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,paper efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,framework learn categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,learn categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,learn categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,categor framework,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,categor method,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,efficaci categor,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),citi south,categor framework learn,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,level bangladesh,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,electr demand,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,model electr,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),case studi,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),level bangladesh,case studi,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),level bangladesh,electr demand,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),level bangladesh,model electr,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),electr demand,level bangladesh,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),electr demand,case studi,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),electr demand,model electr,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),model electr,level bangladesh,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),model electr,case studi,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),model electr,electr demand,1,0.0,2018.0,,8d51a446-7149-4b1d-b5d1-b76c057fa2f8
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),consumpt pattern,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),bangladesh citi world,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),studi electr consumpt,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,dhaka citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),citi bangladesh citi,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,citi bangladesh,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,bangladesh citi world,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,case studi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,studi electr consumpt,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,dhaka citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,consumpt pattern,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
Cryptography and Security(90.36%) | Mathematical Software(82.54%) | Systems and Control(77.37%),dhaka citi bangladesh,citi bangladesh citi,1,0.0,2018.0,,9f22d054-67c4-4ee1-b813-b2b9e81b1908
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur world,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",secur world,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",research forecast,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
