domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess aerosol,aerosol element system,1,0.0,2014.0,,89533e1c-f50d-492f-a7aa-d7331d2a4c10
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo commun,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform mimo,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),commun system,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),perform mimo,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),transmiss scheme,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),studi suitabl,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi suitabl,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),suitabl modul,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),paper studi,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,scheme perform,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),mimo commun system,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,transmiss scheme,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,mimo commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,suitabl modul,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,commun system,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,scheme perform mimo,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,paper studi suitabl,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,paper studi,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),scheme perform,perform mimo commun,1,0.0,2014.0,,f26325c5-1996-4596-ad1b-d7332eee5cd2
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,trace gase,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,climat chang process,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,assess trace,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,gase climat simul,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,trace gase climat,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,gase compon,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,chang process climat,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,compon climat chang,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,climat concentr assess,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,gase compon climat,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),assess trace gase,chang process,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,trace gase,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,climat chang process,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,assess trace,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,gase climat simul,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,assess trace gase,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,gase compon,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,chang process climat,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,compon climat chang,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,climat concentr assess,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,gase compon climat,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),trace gase climat,chang process,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),gase compon,trace gase,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),gase compon,climat chang process,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
Cryptography and Security(87.64%) | Systems and Control(84.73%) | Symbolic Computation(80.29%),gase compon,assess trace,1,0.0,2015.0,,86085465-dabd-4055-b599-7ec31ca9be69
