domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmitt wireless,transmitt wireless transmiss,1,0.0,2016.0,,22881ebe-a61f-4902-ad86-78dc0a21478f
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,divis ofdm,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,paper transmiss,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,preequal wireless,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,preequal wireless transmiss,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,paper optim,1,0.0,2015.0,,f6978f80-7c5e-4fb0-b44c-60632d8f5ffe
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,commun intens,1,0.0,2015.0,,f6978f80-7c5e-4fb0-b44c-60632d8f5ffe
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),intens modul,commun intens modul,1,0.0,2015.0,,f6978f80-7c5e-4fb0-b44c-60632d8f5ffe
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,preequal wireless,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,preequal wireless transmiss,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,transmitt wireless,1,0.0,2016.0,,22881ebe-a61f-4902-ad86-78dc0a21478f
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,transmitt wireless transmiss,1,0.0,2016.0,,22881ebe-a61f-4902-ad86-78dc0a21478f
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss,wireless transmiss relationship,1,0.0,2016.0,,22881ebe-a61f-4902-ad86-78dc0a21478f
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless transmiss,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,preequal wireless,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless transmiss frequenc,preequal wireless transmiss,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,preequal wireless,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmiss frequenc,preequal wireless transmiss,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,divis ofdm,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),ofdm intens modul,paper transmiss,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,divis ofdm,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm intens,paper transmiss,1,0.0,2014.0,,29f0a186-b35d-4d85-814c-695c4895be78
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,transmiss frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,paper perform,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,paper perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,frequenc divis ofdm,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,frequenc divis,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),perform wireless,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,frequenc divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,wireless commun transmitt,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,commun transmitt,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,divis wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,implement frequenc divis,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),implement frequenc,frequenc divis,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,frequenc divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,wireless commun transmitt,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,implement frequenc,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,divis wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),commun transmitt,divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
