domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),techniqu featur,face recognit eye,1,0.0,2015.0,,b31fe44e-6966-4917-bad0-8ffd23bd1359
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),algorithm featur,mouth corner view,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),algorithm featur,featur point,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),algorithm featur,point eye,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),point eye,paper algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),point eye,paper algorithm,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),point eye,algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),point eye,mouth corner view,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),point eye,featur point,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,paper algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,paper algorithm,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,featur point,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,point eye,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,paper techniqu featur,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),mouth corner view,paper techniqu,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),featur point,paper algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),featur point,paper algorithm,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),featur point,algorithm featur,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),featur point,mouth corner view,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),featur point,point eye,1,0.0,2011.0,,3a15aa25-aaa0-4bfb-b243-3c6d4b73806b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),paper techniqu,paper techniqu featur,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),paper techniqu,mouth corner view,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),paper techniqu featur,mouth corner view,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),paper techniqu featur,paper techniqu,1,0.0,2012.0,,d7b001a8-1928-4932-b336-bc4e68c58b15
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag featur,nois imag,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag featur,nois imag featur,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag,densiti nois,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag,densiti nois imag,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag,imag featur,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag,nois imag featur,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),densiti nois imag,densiti nois,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),densiti nois imag,nois imag,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),densiti nois,nois imag,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),densiti nois,densiti nois imag,1,0.0,2013.0,,1f18da39-f6f3-45ad-957b-4c6ae1697590
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag featur,imag featur,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois imag featur,nois imag,1,0.0,2014.0,,30f3f45c-dafb-427f-9bf8-a72993665226
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),map imag,document analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),map imag,document analysi,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),map imag,analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),analysi recognit,map imag,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),analysi recognit,document analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),analysi recognit,document analysi,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi,map imag,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi,document analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi,analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi recognit,map imag,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi recognit,document analysi,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document analysi recognit,analysi recognit,1,0.0,2011.0,,9fe0e3d4-11b4-4a5c-af74-27adee27c36c
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),diseas recognit system,diseas recognit,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),diseas recognit system,recognit system,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),recognit system,document imag,1,0.0,2012.0,,a075a6a6-6f12-4789-9596-3f97288e86f8
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),recognit system,diseas recognit,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),recognit system,diseas recognit system,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),document imag,recognit system,1,0.0,2012.0,,a075a6a6-6f12-4789-9596-3f97288e86f8
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),diseas recognit,diseas recognit system,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),diseas recognit,recognit system,1,0.0,2020.0,,c9cf716c-3565-4e04-8d58-bd7d287377ad
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),research area,imag watermark,1,0.0,2020.0,,43e37b9f-129d-42f2-a20a-5c9bc9db9698
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag watermark,research area,1,0.0,2020.0,,43e37b9f-129d-42f2-a20a-5c9bc9db9698
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag watermark,paper imag,1,0.0,2021.0,,d8fd042a-8ff7-448b-87a3-61782c0eff78
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag watermark,imag techniqu,1,0.0,2021.0,,13df09b1-ca91-4978-95dc-7c314f35d07f
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),paper imag,imag watermark,1,0.0,2021.0,,d8fd042a-8ff7-448b-87a3-61782c0eff78
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),imag techniqu,imag watermark,1,0.0,2021.0,,13df09b1-ca91-4978-95dc-7c314f35d07f
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois reduct,reduct imag,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois reduct,nois reduct imag,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois reduct imag,reduct imag,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),nois reduct imag,nois reduct,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),reduct imag,nois reduct imag,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),reduct imag,nois reduct,1,0.0,2013.0,,2902fb24-8e62-43c2-9fb3-fcf4de2e9063
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),vehicl recognit,vehicl recognit applic,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),vehicl recognit,recognit applic,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),recognit applic,vehicl recognit,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),recognit applic,vehicl recognit applic,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),vehicl recognit applic,vehicl recognit,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Computer Vision and Pattern Recognition(92.49%) | Machine Learning(92.19%) | Sound(75.11%),vehicl recognit applic,recognit applic,1,0.0,2019.0,,cbb51e60-c529-4ba8-b6d3-86101c2bbe2b
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),comput vision,digit recognit,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),comput vision,recognit comput,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),digit recognit,comput vision,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),digit recognit,recognit comput,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),recognit comput,digit recognit,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Neural and Evolutionary Computing(74.31%) | Computer Vision and Pattern Recognition(71.35%) | Mathematical Software(67.49%),recognit comput,comput vision,1,0.0,2020.0,,a9d8a801-7262-45af-a08e-9545a2ff11f7
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),paper expert system,paper expert,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),paper expert system,expert system,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),paper expert,paper expert system,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),paper expert,expert system,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),expert system,paper expert system,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
Networking and Internet Architecture(87.38%) | Emerging Technologies(59.83%) | Systems and Control(54.68%),expert system,paper expert,1,0.0,2021.0,,9d1438de-d4e9-448e-b46b-2aa9aec7275f
