domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),height terrain effect,terrain effect consider,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,season year power,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,height terrain effect,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,effect consider prospect,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,site depart bangladesh,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,bangladesh site season,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,paper analysi,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,speed data site,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,paper analysi wind,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,year height terrain,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,data site depart,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,season year height,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),depart bangladesh site,site season year,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,terrain effect consider,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,season year power,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,height terrain effect,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,effect consider prospect,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,site depart bangladesh,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,bangladesh site season,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,paper analysi,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,speed data site,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,paper analysi wind,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,depart bangladesh site,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,data site depart,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,season year height,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),year height terrain,site season year,1,0.0,2010.0,,010b9730-23f6-497d-8e8d-6282e069a3e2
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research disciplin,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),process recognit comput,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),recognit comput vision,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),detect area research,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin imag,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),disciplin imag process,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),imag process recognit,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),face detect area,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,recognit comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,research disciplin imag,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,imag process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,face detect,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,face detect area,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,process recognit,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,comput vision,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,detect area research,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),area research,process recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin,disciplin imag process,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin,recognit comput,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
Multimedia(74.45%) | Cryptography and Security(71.03%) | General Literature(63.76%),research disciplin,area research disciplin,1,0.0,2010.0,,87ede292-00e8-4ddb-891a-b2be499c10cb
