domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar project,sourc code system,1,0.0,2012.0,,c2072dbb-b291-4b2b-80d8-bb8ce7feddec
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),medium qualiti,sourc softwar project,1,0.0,2012.0,,a01629f9-1f28-48a9-8a2b-1c45a4bd15ea
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg project,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,adopt knowledg,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,softwar oss approach,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,adopt knowledg project,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,sourc softwar oss,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,oss approach,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project,softwar oss,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,adopt knowledg,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,softwar oss approach,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,adopt knowledg project,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,sourc softwar oss,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,oss approach,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),knowledg project develop,softwar oss,1,0.0,2014.0,,65c56b6d-59cd-4185-bb39-b9826cbc0871
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc softwar,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar compon,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon knowledg,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),risk use,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project develop,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compon knowledg,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,adopt sourc,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar compon,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,sourc softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,softwar compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,compon knowledg,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,knowledg project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,risk use,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,softwar compon,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,project develop risk,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,adopt sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,sourc softwar,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,compon knowledg project,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),adopt sourc,project develop,1,0.0,2012.0,,2dd2028e-3b6c-45c6-8db2-44c8022ecce4
