domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper type artifact,artifact record,1,0.0,2012.0,,9120a7e4-911f-4163-a6dd-abe6ac4225a4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,paper method,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,detect epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method artifact,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,paper method,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,detect epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),seizur diagnosi detect,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,paper method,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),detect epilepsi patient,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,detect epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper method,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,paper method,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,detect epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),epilepsi patient,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,artifact eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,detect epilepsi,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,paper method,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,detect epilepsi patient,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,eeg record seizur,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,method artifact eeg,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,paper method artifact,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,seizur diagnosi detect,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),diagnosi detect,eeg record,1,0.0,2014.0,,7bfa4eb9-1f59-4a30-b576-afdc90e57ccb
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,background record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,artifact data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact record,artifact data,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,background record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,record artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,artifact data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data artifact,artifact data,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,record artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,artifact data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),background record artifact,artifact data,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,background record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,record artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data artifact,artifact data,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,background record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,record artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,artifact data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record artifact,artifact data,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,background record artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,record artifact record,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact data,artifact data artifact,1,0.0,2014.0,,2666aa47-6845-4663-a884-dc2819129166
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,type artifact bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,record type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,bci eeg,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,bci eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),interfac bci,eeg record type,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,interfac bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,record type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,bci eeg,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,bci eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact bci,eeg record type,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,type artifact bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,interfac bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,record type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,bci eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg,eeg record type,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,type artifact bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,interfac bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,bci eeg,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
