domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber lattic,porouscor crystal fiber,1,0.0,2019.0,,dd4b09c4-86dc-47a1-82e8-e59cb482a520
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),broadband dispers,method layer condit,1,0.0,2014.0,,060e863d-ffdc-4051-842b-cc6ea6f461ee
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,fiber broadband,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,element method layer,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,fiber broadband dispers,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,triangularlattic crystal fiber,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,broadband dispers compens,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,broadband dispers,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,crystal fiber,1,0.0,2012.0,,1f4dbb2b-7369-40b3-8759-f0415f42ca4b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,squarelattic crystal fiber,1,0.0,2021.0,,fad21184-00a2-4f75-a03a-25a2f9b1d826
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber broadband,oper wavelength,1,0.0,2021.0,,fad21184-00a2-4f75-a03a-25a2f9b1d826
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber hnlgepcf,dispers gvd,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber hnlgepcf,fiber hnlgepcf,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber hnlgepcf,crystal fiber,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber hnlgepcf,crystal fiber hnlgepcf,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber hnlgepcf,dispers gvd,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber hnlgepcf,crystal fiber,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers gvd,crystal fiber hnlgepcf,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers gvd,fiber hnlgepcf,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers gvd,crystal fiber,1,0.0,2012.0,,7272eea0-4a3a-4e2b-aea8-1f117eb4c898
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,dispers crystal fiber,1,0.0,2012.0,,02319c29-6c04-432a-927f-6a904b2b082c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,crystal fiber,1,0.0,2012.0,,02319c29-6c04-432a-927f-6a904b2b082c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,fiber pcf structur,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,structur broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,compens wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,broadband dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,fiber dispers,1,0.0,2014.0,,79c9c9c1-4ede-460a-b061-4078523760b3
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,dispers mode fiber,1,0.0,2014.0,,79c9c9c1-4ede-460a-b061-4078523760b3
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,fiber dispers mode,1,0.0,2014.0,,79c9c9c1-4ede-460a-b061-4078523760b3
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,mode fiber,1,0.0,2014.0,,79c9c9c1-4ede-460a-b061-4078523760b3
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers crystal,fiber mode,1,0.0,2014.0,,79c9c9c1-4ede-460a-b061-4078523760b3
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers slope,paper crystal fiber,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers slope,properti element method,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers slope,paper crystal,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers slope,crystal fiber,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,paper crystal fiber,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,dispers slope,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,paper crystal,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,crystal fiber,1,0.0,2013.0,,7b051ed8-e666-4346-80c1-35aaabaeb94d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,porouscor crystal,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,porouscor crystal fiber,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,properti element,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,element method,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,fiber guid properti,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,guid properti,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),properti element method,crystal fiber guid,1,0.0,2016.0,,1799873b-a1e8-4b85-8e4f-9d0898309a75
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,rang wavelength,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,fiber dispers compens,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,finiteel method layer,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,microstructur fiber dispers,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,microstructur fiber,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,dispers compens rang,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,band dispers slope,1,0.0,2014.0,,a1c247a2-d989-4348-8a5f-155810de7a31
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,fiber dispers coeffici,1,0.0,2014.0,,a1c247a2-d989-4348-8a5f-155810de7a31
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper microstructur fiber,dispers coeffici,1,0.0,2014.0,,a1c247a2-d989-4348-8a5f-155810de7a31
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,rang wavelength,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,dispers confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,fiber mof,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,fiber dispers compens,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,paper design dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,microstructur fiber dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,microstructur fiber,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,paper design,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,design dispers microstructur,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,dispers compens rang,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,paper microstructur fiber,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,crystal fiber pcf,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,fiber pcf dispers,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,fiber pcf,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),finiteel method layer,crystal fiber,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers confin loss,rang wavelength,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers confin loss,finiteel method layer,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers confin loss,confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers confin loss,fiber mof,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,rang wavelength,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,finiteel method layer,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,dispers confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,fiber mof,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,holey fiber,1,0.0,2013.0,,b7dc71c9-8ec6-4e37-89bc-cf6d775927c9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,element method layer,1,0.0,2013.0,,b7dc71c9-8ec6-4e37-89bc-cf6d775927c9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,nearzero dispers,1,0.0,2013.0,,b7dc71c9-8ec6-4e37-89bc-cf6d775927c9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,zero dispers,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,triangularlattic crystal fiber,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),confin loss,crystal fiber analysi,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber mof,rang wavelength,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber mof,finiteel method layer,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber mof,dispers confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber mof,confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,finiteel method layer,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,dispers confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,confin loss,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,fiber mof,1,0.0,2012.0,,89288d0a-d096-427d-92ee-c7129712e8b2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,fiber dispers compens,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,paper design dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,microstructur fiber dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,microstructur fiber,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,paper design,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,design dispers microstructur,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,dispers compens rang,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,paper microstructur fiber,1,0.0,2013.0,,96257b01-8b7e-4571-9f80-b2887eb57c28
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,design birefring crystal,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,birefring crystal,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,birefring crystal fiber,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,design birefring,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),rang wavelength,crystal fiber,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,microstructur fiber,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design microstructur fiber,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,rang wavelength,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,fiber dispers compens,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,finiteel method layer,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,paper design dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,microstructur fiber dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design dispers microstructur,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,dispers compens rang,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design crystal,1,0.0,2014.0,,b16d62b8-2e64-4bd4-8e8a-d947574bf3b6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,paper design crystal,1,0.0,2014.0,,b16d62b8-2e64-4bd4-8e8a-d947574bf3b6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design crystal fiber,1,0.0,2014.0,,b16d62b8-2e64-4bd4-8e8a-d947574bf3b6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,crystal fiber,1,0.0,2014.0,,b16d62b8-2e64-4bd4-8e8a-d947574bf3b6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design character,1,0.0,2015.0,,8e2bb536-0979-4ac0-b35a-e58a5f7741cc
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,fiber ga,1,0.0,2015.0,,8e2bb536-0979-4ac0-b35a-e58a5f7741cc
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,mode area,1,0.0,2017.0,,53491042-f7f4-4fd8-b622-1d2f9dc59525
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,core crystal,1,0.0,2018.0,,a339f8bd-3f30-41c3-9ca1-c65584e9b1c1
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,design loss,1,0.0,2018.0,,a339f8bd-3f30-41c3-9ca1-c65584e9b1c1
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper design,core crystal fiber,1,0.0,2018.0,,a339f8bd-3f30-41c3-9ca1-c65584e9b1c1
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design microstructur fiber,microstructur fiber,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design microstructur fiber,paper design,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,design microstructur fiber,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,paper design,1,0.0,2011.0,,7d5cd7f0-96cf-4cb7-b1c6-7623d778982f
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,rang wavelength,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,fiber dispers compens,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,finiteel method layer,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,paper design dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,microstructur fiber dispers,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,design dispers microstructur,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),microstructur fiber,dispers compens rang,1,0.0,2012.0,,6eb3a09f-933f-4e8c-b80f-6e11e355bd6b
