domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network,gene network grn,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact mirna,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact mirna,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact mirna,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact mirna,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact mirna,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,gene network interact,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,factor target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,network interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,factor target,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),interact transcript factor,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn interact,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,gene network interact,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,factor target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,network interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,factor target,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),transcript factor,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),grn interact,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene creation,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor gene creation,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,gene network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,network grn,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,gene network,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),inform interact,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,gene network interact,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,factor target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,network interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,factor target,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,interact transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),target gene,gene network,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,gene network interact,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,factor target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,factor target,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,interact transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network interact transcript,gene network,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,gene network interact,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,network interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,factor target,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,interact transcript factor,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),factor target gene,gene network,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network interact,factor target gene,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network interact,interact transcript,1,0.0,2013.0,,17c294d8-e457-4b4e-b5b9-3776c89eae0f
