domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),dcdc convert,paper capacitor,1,0.0,2016.0,,bf73daf1-424e-4e13-97f8-1f66fb4b2429
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,zv zc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,paper analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,zvzc switch,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,paper analysi,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,techniqu zv,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,analysi zvzc switch,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zc counterpart,analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,zv zc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,paper analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,zvzc switch,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,paper analysi,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,zc counterpart,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,analysi zvzc switch,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),techniqu zv,analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,zv zc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,paper analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,zvzc switch,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,paper analysi,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,techniqu zv,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,zc counterpart,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi zvzc switch,analysi zvzc,1,0.0,2020.0,,ccf973b6-c83e-4514-9acc-d458936ca29d
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,paper analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,paper analysi,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,invert group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert group,invert specif,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,paper analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,paper analysi,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,invert group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert specif,invert group,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,paper analysi,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,invert group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,invert specif,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi class,invert group,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,paper analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,paper analysi,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,invert group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,invert specif,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi class,invert group,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,paper analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,analysi class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,paper analysi,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,invert group class,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,invert specif,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),group class,invert group,1,0.0,2021.0,,cd8134a4-44eb-4a4b-9e32-cc9824c7930a
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zvd execut,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),paper analysi model,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),zv zvd,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),duti ratio,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),analysi model class,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,invert zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),class invert zv,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),invert zv zvd,model class invert,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,paper analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,class invert zv,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,paper analysi,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,zv zvd,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,analysi model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,zvd execut,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,analysi model,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,duti ratio,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),model class invert,model class,1,0.0,2021.0,,546ff473-a743-4520-a13b-6e72ed1f3c26
