domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),network limit,gsm mobil telephoni,1,0.0,2016.0,,9f0f6575-e95b-40a8-8520-8d8f1ab5e78d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),gener network,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),privaci problem disclosur,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),disclosur subscrib,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),subscrib ident,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),ident catcher,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,threat gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),catcher threat,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,disclosur subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,problem disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,gener network,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,subscrib ident,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),threat gener network,ident catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,catcher threat,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,disclosur subscrib,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,privaci problem,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,catcher threat gener,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,privaci problem disclosur,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),problem disclosur subscrib,subscrib ident catcher,1,0.0,2017.0,,baa5cc46-8054-4bb6-a700-fc5a9d037de4
