domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),smartphon activ recognit,recognit highlevel,1,0.0,2021.0,,90a70399-7ee3-4685-a9ba-d228f817cb4c
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,gestur recognit,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,paper approach,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,imag templat,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,gestur recognit motion,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,paper gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,recognit task,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,recognit motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,motion histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,paper analysi,1,0.0,2017.0,,2b232553-367b-457b-8ad0-0b237d1f0f55
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion,analysi detect recognit,1,0.0,2017.0,,2b232553-367b-457b-8ad0-0b237d1f0f55
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,approach gestur,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,approach gestur recognit,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,gestur recognit,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,paper approach,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,recognit motion,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),imag templat,gestur recognit motion,1,0.0,2013.0,,170233c2-b240-4d67-8b84-ff280b4f5726
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,approach gestur,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,approach gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,paper gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,recognit task,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,motion histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit motion histori,gestur recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,approach gestur,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,approach gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,paper gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,recognit motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,motion histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,gestur recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,analysi recognit,1,0.0,2021.0,,c69fdcbf-5df9-447b-8a60-ecbaf413f1ea
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,activ analysi recognit,1,0.0,2021.0,,c69fdcbf-5df9-447b-8a60-ecbaf413f1ea
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),recognit task,activ analysi,1,0.0,2021.0,,c69fdcbf-5df9-447b-8a60-ecbaf413f1ea
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,approach gestur,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,approach gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,gestur recognit,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,recognit task,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,recognit motion histori,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,motion histori imag,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),paper gestur recognit,gestur recognit motion,1,0.0,2013.0,,8eb61a3d-8929-4ce1-beb4-f1abce88e5ef
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic action,action gestur,1,0.0,2013.0,,a349db52-1e15-4306-8a8b-ea82de534ac6
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic action,gestur recognit,1,0.0,2013.0,,a349db52-1e15-4306-8a8b-ea82de534ac6
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action gestur,gestur recognit,1,0.0,2013.0,,a349db52-1e15-4306-8a8b-ea82de534ac6
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action gestur,applic action,1,0.0,2013.0,,a349db52-1e15-4306-8a8b-ea82de534ac6
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,field comput vision,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,understand recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,action understand,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,action understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,field comput,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,comput vision,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,recognit demand,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,activ recognit analysi,1,0.0,2021.0,,b179714d-5c5f-4ae7-a85a-df7a26ba77a0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,recognit analysi,1,0.0,2021.0,,b179714d-5c5f-4ae7-a85a-df7a26ba77a0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,recognit analysi number,1,0.0,2021.0,,b179714d-5c5f-4ae7-a85a-df7a26ba77a0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),applic field,activ recognit,1,0.0,2021.0,,b179714d-5c5f-4ae7-a85a-df7a26ba77a0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,field comput vision,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,action understand,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,action understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,field comput,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),understand recognit applic,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,field comput vision,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,understand recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,action understand,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,action understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,comput vision,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit demand,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit analysi,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit analysi research,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,gait recognit,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,research area,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,comput vision applic,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,vision applic,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit area,1,0.0,2021.0,,75410685-4812-4c7e-895d-f5bec827cd1d
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,recognit research area,1,0.0,2021.0,,75410685-4812-4c7e-895d-f5bec827cd1d
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,research activ,1,0.0,2021.0,,75410685-4812-4c7e-895d-f5bec827cd1d
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,research activ recognit,1,0.0,2021.0,,75410685-4812-4c7e-895d-f5bec827cd1d
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput,activ recognit,1,0.0,2021.0,,75410685-4812-4c7e-895d-f5bec827cd1d
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,field comput vision,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,understand recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,action understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,field comput,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,comput vision,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,recognit demand,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand,analysi applic,1,0.0,2011.0,,afe06807-4e70-46eb-b3b9-2a89faa26b6f
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,field comput vision,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,understand recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,action understand,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,field comput,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,comput vision,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),action understand recognit,recognit demand,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,understand recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,recognit applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,action understand,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,action understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,recognit applic,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,applic field,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,chapter action,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,field comput,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,understand recognit,1,0.0,2011.0,,8cc99814-47e6-47b8-93d9-77fb0eebe8e0
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,comput vision,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,recognit demand,1,0.0,2011.0,,706fc07d-6d27-45d5-be01-de444f80c462
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,recognit analysi,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,recognit analysi research,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,gait recognit,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
Computer Vision and Pattern Recognition(68.78%) | Computation and Language(68.54%) | Machine Learning(60.01%),field comput vision,research area,1,0.0,2013.0,,4f6ca41d-333c-468a-b812-d9215b547e4a
