domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system featur,inform system,1,0.0,2011.0,,a091e194-00da-4a79-8065-eefb7f0e0488
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",featur decis,system featur,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",featur decis,face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",featur decis,decis fusion,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,face recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,fusion environ,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,recognit system offic,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,paper face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,system featur,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,featur decis,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face,decis fusion,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,fusion environ,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,recognit system offic,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,paper face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,paper face,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,system featur,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,featur decis,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,decis fusion,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,paper approach,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,paper approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,recognit system analysi,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit system,system analysi markov,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,face recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,fusion environ,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,recognit system offic,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,paper face,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,system featur,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,featur decis,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper face recognit,decis fusion,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,face recognit system,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,fusion environ,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,recognit system offic,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,paper face recognit,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,paper face,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,system featur,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,featur decis,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",face recognit,decis fusion,1,0.0,2011.0,,f2f6a414-b982-4680-844a-cfab08c02d6e
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,paper approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,face recognit system,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,recognit system analysi,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,system analysi markov,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,paper approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,compon invert,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,invert output,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,invert displac,1,0.0,2014.0,,16316c96-7f3c-430e-ad6e-5437cafcdb60
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach optim,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,paper approach optim,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,speaker identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,person recognit system,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,recognit system,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,iri imag,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach iri speech,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,paper approach iri,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,approach iri,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach,person recognit,1,0.0,2015.0,,d709e737-464f-4085-9405-b9b6d5712314
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,paper approach,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,face recognit system,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,recognit system analysi,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,system analysi markov,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach perform,speaker identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,paper approach,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,paper approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,face recognit system,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,recognit system analysi,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,system analysi markov,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach perform,speaker identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system analysi markov,paper approach,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system analysi markov,paper approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system analysi markov,face recognit system,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system analysi markov,approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system analysi markov,recognit system analysi,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",recognit system analysi,paper approach,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",recognit system analysi,paper approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",recognit system analysi,face recognit system,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",recognit system analysi,approach perform,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",recognit system analysi,system analysi markov,1,0.0,2012.0,,63863a58-55b6-4afb-b556-a53279492d93
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach harmon,paper approach,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach harmon,compon invert,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach harmon,approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach harmon,invert output,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach harmon,invert displac,1,0.0,2014.0,,16316c96-7f3c-430e-ad6e-5437cafcdb60
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach harmon,paper approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach harmon,paper approach,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach harmon,compon invert,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach harmon,invert output,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert output,paper approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert output,paper approach,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert output,compon invert,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert output,approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",compon invert,paper approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",compon invert,paper approach,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",compon invert,approach harmon,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",compon invert,invert output,1,0.0,2014.0,,43f2052d-60d4-4d44-84d4-2a3a2a3bfd44
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert displac,paper approach harmon,1,0.0,2014.0,,16316c96-7f3c-430e-ad6e-5437cafcdb60
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",invert displac,paper approach,1,0.0,2014.0,,16316c96-7f3c-430e-ad6e-5437cafcdb60
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach optim,approach optim,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper approach optim,paper approach,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
