domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),invert vsi,sourc invert,1,0.0,2015.0,,fc89ac09-a2dc-47db-9dce-4e17b8a7d34f
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,sequenc threephas,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,threephas fourwir,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,distribut network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,threephas fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,invert vsi,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,control threephas,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),instal paper,voltag sourc,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,distribut network,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,sequenc threephas,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,threephas fourwir,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,instal paper,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,distribut network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir voltag,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,distribut network,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,threephas fourwir,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,instal paper,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,distribut network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),sequenc threephas,threephas fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,distribut network,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,sequenc threephas,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,instal paper,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,distribut network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),threephas fourwir,threephas fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,distribut network,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,sequenc threephas,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,threephas fourwir,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,instal paper,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,threephas fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,invert vsi,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,control threephas,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut network voltag,voltag sourc,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,distribut network,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,sequenc threephas,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,sourc invert vsi,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,threephas fourwir,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,instal paper,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,distribut network voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,network voltag sourc,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,voltag sourc invert,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,threephas fourwir voltag,1,0.0,2016.0,,6a867050-d85b-4894-b760-8079c8e1670e
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,invert vsi,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,control threephas,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network voltag,voltag sourc,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,distribut network,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,network voltag,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,sourc invert,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,sourc invert vsi,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,invert vsi,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,instal paper,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,network voltag sourc,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,distribut network voltag,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,voltag sourc invert,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),control threephas,voltag sourc,1,0.0,2016.0,,e3756d27-61e3-4667-80d0-0b90fe7e95d3
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),paper internet,sourc invert vsi,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),paper internet,thing platform,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),paper internet,voltag sourc invert,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),paper internet,internet thing,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,sourc invert vsi,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,thing platform,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,paper internet,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,voltag sourc invert,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,network data,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,time internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),internet thing,user time internet,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),thing platform,sourc invert vsi,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),thing platform,paper internet,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),thing platform,voltag sourc invert,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),thing platform,internet thing,1,0.0,2018.0,,2b56036d-2c5a-4c4a-b083-0545f00ef639
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network data,time internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network data,user time internet,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network data,internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time internet thing,network data,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time internet thing,user time internet,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time internet thing,internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),user time internet,network data,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),user time internet,time internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),user time internet,internet thing,1,0.0,2020.0,,9e713fa7-1c32-4fc1-bc6f-01ac83c6f8b0
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut,network distribut system,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut,distribut system,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut,energi sourc,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut system,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut singlephas,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system distribut,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut singlephas,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),fourwir distribut,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),load voltag,distribut system,1,0.0,2016.0,,fa0c10ea-6f4e-4458-adc8-66ac39e84929
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,load voltag,1,0.0,2016.0,,fa0c10ea-6f4e-4458-adc8-66ac39e84929
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,distribut system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,network distribut system,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
