domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",filter object,particl filter,1,0.0,2011.0,,435aa544-a3e2-4588-9051-ace699345b96
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor daylif,fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor daylif,monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,health monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,type sensor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,recognit varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,daylif health monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,fit monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,sensor fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,monitor daylif health,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",monitor etc,fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,health monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,type sensor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,recognit varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,daylif health monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,fit monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,monitor daylif health,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",sensor fit monitor,monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,health monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,type sensor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,recognit varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,daylif health monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,fit monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,sensor fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,monitor daylif health,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",varieti implement,monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,health monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,recognit varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,daylif health monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,fit monitor daylif,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,varieti implement,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,sensor fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,monitor daylif health,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,fit monitor,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",type sensor,monitor etc,1,0.0,2020.0,,30fabec7-44cc-4afe-81eb-9fad0d044f6e
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),system observ,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system observ,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech featur extract,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract model,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),recognit system,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),speech recognit system,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),spectrum recognit speech,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),featur extract,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,featur extract model,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,spectrum recognit speech,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,speech featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,recognit system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,system observ,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,speech recognit system,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
Computation and Language(74.84%) | Performance(74.07%) | Neural and Evolutionary Computing(73.59%),extract model,featur extract,1,0.0,2020.0,,95b93660-fa2c-493e-b620-7e9924b4e02d
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",finger number,paper method,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",finger number,time finger,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",finger number,paper method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",finger number,method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",finger number,hand gestur,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method,time finger,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method,finger number,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method,paper method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method,method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method,hand gestur,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method time,paper method,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method time,time finger,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method time,finger number,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method time,method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper method time,hand gestur,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",hand gestur,paper method,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",hand gestur,time finger,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",hand gestur,finger number,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",hand gestur,paper method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",hand gestur,method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",method time,paper method,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",method time,time finger,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",method time,finger number,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",method time,paper method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",method time,hand gestur,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",time finger,paper method,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",time finger,finger number,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",time finger,paper method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",time finger,method time,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",time finger,hand gestur,1,0.0,2013.0,,1e27b71f-f709-4841-8f97-50c9690e53fe
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",system robot,paper humanrobot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
