domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi electr suppli,transit energi electr,1,0.0,2017.0,,25fca553-98eb-460c-9b88-5f44b5a014da
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr demand,electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr demand,solut power,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr demand,suppli electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,solut power suppli,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,suppli electr,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,electr demand,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,power suppli,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,solut power,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli electr,suppli electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,solut power suppli,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,suppli electr,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,electr demand,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,power suppli electr,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,power suppli,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),solut power,suppli electr grid,1,0.0,2014.0,,4cd76eab-c32d-4ccd-b883-2e6da4301ab8
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,suppli system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power suppli system,suppli system commun,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),forecast standalon power,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,suppli system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,suppli system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power,suppli system commun,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,suppli system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),standalon power suppli,suppli system commun,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),network approach,diesel network,1,0.0,2018.0,,5722daee-b2ac-4f8a-be31-4eb549caa06b
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr network approach,suppli system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,power suppli system,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,system electr network,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,electr network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,system electr,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,forecast standalon,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,standalon power suppli,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,network approach,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
