domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl diseas,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,today peopl diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,diseas food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,habit reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,diseas peopl age,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl diseas food,food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,diabet chronic diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,chronic diseas peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,peopl diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,today peopl diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,diseas food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,habit reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,diseas peopl age,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl,food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,diabet chronic diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,today peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,chronic diseas peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,peopl diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,today peopl diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,diseas food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,habit reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,diseas peopl age,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",habit reduct,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,diabet chronic diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,today peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,chronic diseas peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,peopl diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,today peopl diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,diseas food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,habit reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,diseas peopl age,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",reduct activ,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,diabet chronic diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,today peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,chronic diseas peopl,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,peopl diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,today peopl diseas,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,diseas food habit,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,habit reduct activ,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,diseas food,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,diseas peopl age,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",food habit,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,food habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,diabet chronic diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,diseas food,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,diseas food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,habit reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,diseas peopl age,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",nowaday peopl,food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,food habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,diabet chronic diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,diseas food,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,diseas food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,habit reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,diseas peopl age,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack,food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,food habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,diabet chronic diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,peopl attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,diseas food,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,diseas food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,habit reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,diseas peopl age,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",attack diseas,food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,food habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,peopl attack,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,diabet chronic diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,attack diseas,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,habit reduct,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,diseas food,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,diseas food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,habit reduct activ,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,nowaday peopl,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,diseas peopl age,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",peopl attack diseas,food habit,1,0.0,2020.0,,24f338f8-fbc1-4bea-bc1c-c86c5abb6d77
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process data,hadoop mapreduc data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process data,model process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process data,data data process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process data,data set,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process data,mapreduc data data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,hadoop mapreduc data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,model process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,model process data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,data data process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,mapreduc data data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
