domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),network sumproduct,infer case,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,network time infer,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,sumproduct network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,time infer,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,network sumproduct network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,network time,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,model cutset network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,network sumproduct,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),time infer case,cutset network sumproduct,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,model cutset,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,cutset network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,network time infer,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,sumproduct network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,time infer,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,network sumproduct network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,network time,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,time infer case,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,model cutset network,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,network sumproduct,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer case,cutset network sumproduct,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,model infer,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,model estim,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,interest model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,model infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,model data,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),interest model infer,infer model data,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,model infer,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,model estim,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,interest model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,model infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,interest model infer,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer model data,model data,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),subclass model infer,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model estim,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,interest model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,interest model infer,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,infer model,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,model data,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer,infer model data,1,0.0,2019.0,,bed6a114-aa9f-4f56-917a-ce9385465a6b
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model subclass model,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),infer properti pgm,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),properti pgm infer,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,pgm infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,model subclass,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,subclass model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model infer properti,properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,model subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,infer problem,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,infer properti pgm,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,model infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,model infer properti,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,subclass model,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),pgm infer problem,properti pgm infer,1,0.0,2016.0,,cd7134f1-6946-40f8-8d7e-fede97d66292
