domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert convers,singlephas acdc convert,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc convert convers,singlephas acdc,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,acdc convert convers,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,effici duti cycl,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,topolog singlephas acdc,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,convers effici duti,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,topolog singlephas,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,effici duti,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,convert convers,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,convert convers effici,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,duti cycl,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),singlephas acdc convert,singlephas acdc,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain input,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),configur effici voltag,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,dcdc boost,1,0.0,2020.0,,e201a3d4-9e14-4aa3-9d21-2c8fe141569b
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,dcdc boost convert,1,0.0,2020.0,,e201a3d4-9e14-4aa3-9d21-2c8fe141569b
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,boost convert voltag,1,0.0,2020.0,,e201a3d4-9e14-4aa3-9d21-2c8fe141569b
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,voltag lift,1,0.0,2020.0,,e201a3d4-9e14-4aa3-9d21-2c8fe141569b
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain,convert voltag,1,0.0,2020.0,,e201a3d4-9e14-4aa3-9d21-2c8fe141569b
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),input power factor,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert step configur,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag gain,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),gain input power,effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,convert step configur,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,effici voltag gain,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,configur effici voltag,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,input power factor,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,voltag gain input,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,topolog singlephas,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici voltag,gain input power,1,0.0,2016.0,,1fddeac1-7f3e-4871-8ca4-73f9372e6f60
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,convert system sourc,1,0.0,2020.0,,9aaae53d-933b-4429-8d03-f40ac7b5f161
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,energi sourc,1,0.0,2020.0,,9aaae53d-933b-4429-8d03-f40ac7b5f161
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system,energi convert system,1,0.0,2020.0,,9aaae53d-933b-4429-8d03-f40ac7b5f161
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert system,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power energi,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag gain step,convert system power,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,voltag gain,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,power energi,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,voltag gain step,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,step convert,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,step convert system,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert system power,duti cycl,1,0.0,2017.0,,f8c9fe87-0839-4cfd-a641-f7d5f51f56f0
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag convers,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
