domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,technolog power,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,brief grid,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,power system,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,grid technolog,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,power system format,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog power system,system power,1,0.0,2011.0,,0cc32957-6fff-42a5-b6ec-bcee2b31617e
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power system,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),spectrum power,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid technolog platform,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),featur spectrum power,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid system commun,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),technolog platform featur,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,featur spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,spectrum power,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid system commun,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,spectrum power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,power system,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid technolog,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,technolog platform,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,technolog platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,platform featur,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur spectrum,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,platform featur spectrum,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,featur spectrum power,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,grid warn,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,spectrum power,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,grid technolog platform,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,spectrum power system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,featur spectrum,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,grid technolog,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,technolog platform,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,technolog platform featur,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn system,platform featur,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,platform featur spectrum,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,featur spectrum power,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,spectrum power,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,grid technolog platform,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,spectrum power system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,featur spectrum,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,grid warn system,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,grid technolog,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,technolog platform,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,technolog platform featur,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),grid warn,platform featur,1,0.0,2021.0,,7fdc9dc5-8f41-4ea8-88c3-4cfa07c30e10
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
